AUTO_START	AUTO_END	GOOD_SITES	ROH_LENGTH	PROP_COVERED	INDV	CHROM	POP
180773180	182946950	1796910	2.17377	0.827	HG01345	2	CLM
209472812	220896731	8980598	11.423919	0.786	HG01345	2	CLM
50653395	57253226	5187423	6.599831	0.786	HG01348	2	CLM
57261342	65766879	6435539	8.505537	0.757	HG01348	2	CLM
185421868	187563456	1703133	2.141588	0.795	HG01348	2	CLM
236002769	239649319	2897785	3.64655	0.795	HG01350	2	CLM
54996448	65181777	8125135	10.185329	0.798	HG01133	3	CLM
86515773	88782096	1759736	2.266323	0.776	HG01133	3	CLM
137611752	139958638	1771369	2.346886	0.755	HG01269	3	CLM
117031186	124757318	5932073	7.726132	0.768	HG01275	3	CLM
177081206	181261419	3180537	4.180213	0.761	HG01275	3	CLM
155088417	157141141	1584781	2.052724	0.772	HG01341	3	CLM
119030413	122305948	2369381	3.275535	0.723	HG01344	3	CLM
161826975	177487588	12257827	15.660613	0.783	HG01351	3	CLM
20108577	22254622	1756700	2.146045	0.819	HG01113	4	CLM
127287894	129375881	1515637	2.087987	0.726	HG01133	4	CLM
32302619	38968008	5280803	6.665389	0.792	HG01275	4	CLM
174848001	178280473	2786164	3.432472	0.812	HG01275	4	CLM
15952509	28885075	10324081	12.932566	0.798	HG01344	4	CLM
109663371	121395169	8899220	11.731798	0.759	HG01348	4	CLM
145257681	149721075	3437373	4.463394	0.77	HG01354	4	CLM
86820093	91835423	3975144	5.01533	0.793	HG01148	5	CLM
108645445	111936060	2561188	3.290615	0.778	HG01148	5	CLM
111947146	115826144	2979133	3.878998	0.768	HG01148	5	CLM
115840278	143055410	20642057	27.215132	0.758	HG01148	5	CLM
143056839	148073605	3959816	5.016766	0.789	HG01148	5	CLM
150925144	174427907	18472472	23.502763	0.786	HG01148	5	CLM
130147567	132466580	1601889	2.319013	0.691	HG01149	5	CLM
125936318	130434086	3381090	4.497768	0.752	HG01259	5	CLM
130434409	135207870	3525287	4.773461	0.739	HG01259	5	CLM
119882713	123988063	3246444	4.10535	0.791	HG01344	5	CLM
129617218	131856016	1565093	2.238798	0.699	HG01345	5	CLM
15023639	24823457	7035556	9.799818	0.718	HG01348	5	CLM
63982658	86477487	15694534	22.494829	0.698	HG01350	5	CLM
155344802	167256969	9476112	11.912167	0.795	HG01354	5	CLM
22063669	25710555	2869285	3.646886	0.787	HG01142	6	CLM
25710763	29883076	2737751	4.172313	0.656	HG01142	6	CLM
52746642	57276691	3507255	4.530049	0.774	HG01148	6	CLM
385687	8977536	6647291	8.591849	0.774	HG01250	6	CLM
157261832	161277514	2831326	4.015682	0.705	HG01275	6	CLM
161279690	166865586	4505574	5.585896	0.807	HG01275	6	CLM
61928603	64217440	1549108	2.288837	0.677	HG01342	6	CLM
144772294	147009251	1797523	2.236957	0.804	HG01344	6	CLM
84526250	90107945	3959582	5.581695	0.709	HG01348	6	CLM
26469875	28970719	1565219	2.500844	0.626	HG01354	6	CLM
36519266	38953696	1948685	2.43443	0.8	HG01269	7	CLM
38962872	54528961	11988996	15.566089	0.77	HG01269	7	CLM
41331	2582584	1552698	2.541253	0.611	HG01275	7	CLM
133790273	138404907	3501048	4.614634	0.759	HG01342	7	CLM
46923031	48952672	1236260	2.029641	0.609	HG01113	8	CLM
33482411	38539742	3845857	5.057331	0.76	HG01148	8	CLM
110846025	114648292	3129898	3.802267	0.823	HG01254	8	CLM
62011879	81472876	15072266	19.460997	0.774	HG01257	8	CLM
51386211	67113788	12150845	15.727577	0.773	HG01259	8	CLM
67134796	70859624	2806148	3.724828	0.753	HG01259	8	CLM
66052489	68560016	1825698	2.507527	0.728	HG01271	8	CLM
33149747	35752940	1994520	2.603193	0.766	HG01272	8	CLM
131525846	135956439	3674745	4.430593	0.829	HG01275	8	CLM
49880772	52489400	2054006	2.608628	0.787	HG01277	8	CLM
84853516	86962963	1427395	2.109447	0.677	HG01281	8	CLM
5699736	15520859	6159283	9.821123	0.627	HG01344	8	CLM
15525267	20074492	3601554	4.549225	0.792	HG01344	8	CLM
110580169	112601811	1636788	2.021642	0.81	HG01350	8	CLM
24689759	27346503	2071609	2.656744	0.78	HG01142	9	CLM
132900021	136414937	2341604	3.514916	0.666	HG01142	9	CLM
8025480	43504854	23446051	35.479374	0.661	HG01148	9	CLM
72627422	78214452	4337508	5.58703	0.776	HG01148	9	CLM
78836702	82418536	2776686	3.581834	0.775	HG01148	9	CLM
23546606	27346503	2984932	3.799897	0.786	HG01351	9	CLM
89438914	94188141	3381879	4.749227	0.712	HG01354	9	CLM
58730071	60803294	1608909	2.073223	0.776	HG01124	10	CLM
103076902	105264087	1411918	2.187185	0.646	HG01250	10	CLM
74205718	77034063	1851179	2.828345	0.655	HG01260	10	CLM
80745100	89872699	6435942	9.127599	0.705	HG01277	10	CLM
86830909	94824205	5429881	7.993296	0.679	HG01131	11	CLM
26063959	28700423	2103320	2.636464	0.798	HG01148	11	CLM
46195110	48237461	1264063	2.042351	0.619	HG01345	11	CLM
202017	6074346	3736725	5.872329	0.636	HG01348	11	CLM
3223705	8044997	3506327	4.821292	0.727	HG01148	12	CLM
188197	2523697	1743329	2.3355	0.746	HG01254	12	CLM
76319523	119292447	32715416	42.972924	0.761	HG01275	12	CLM
53045777	55781214	1867861	2.735437	0.683	HG01277	12	CLM
55783942	66234526	7427723	10.450584	0.711	HG01277	12	CLM
111037438	113045400	1238878	2.007962	0.617	HG01281	12	CLM
128216315	133830021	3748995	5.613706	0.668	HG01348	12	CLM
60035137	62400139	1833011	2.365002	0.775	HG01350	12	CLM
37455391	65459621	21652376	28.00423	0.773	HG01275	13	CLM
39783549	42142592	1714839	2.359043	0.727	HG01277	13	CLM
55383066	58698862	2673736	3.315796	0.806	HG01341	13	CLM
100780196	103867558	2530208	3.087362	0.82	HG01342	13	CLM
28476583	32834394	3275202	4.357811	0.752	HG01348	14	CLM
26142153	29222962	2412693	3.080809	0.783	HG01350	14	CLM
98826261	102400037	2696033	3.573776	0.754	HG01148	15	CLM
23909689	26178683	1379408	2.268994	0.608	HG01259	15	CLM
65458519	71766297	4866139	6.307778	0.771	HG01259	15	CLM
19293408	26784031	4648953	7.490623	0.621	HG01119	16	CLM
80518590	87427043	5329338	6.908453	0.771	HG01148	16	CLM
86008641	88797471	1812825	2.78883	0.65	HG01275	16	CLM
66355035	68517037	1417090	2.162002	0.655	HG01348	16	CLM
58807931	62371804	2320012	3.563873	0.651	HG01148	17	CLM
11784823	14756163	2280064	2.97134	0.767	HG01275	17	CLM
74965925	78423224	2269483	3.457299	0.656	HG01275	17	CLM
50228529	63704265	9221539	13.475736	0.684	HG01350	17	CLM
61129895	68122127	5774682	6.992232	0.826	HG01148	18	CLM
55814932	59014388	2494362	3.199456	0.78	HG01277	18	CLM
66133833	69275607	2522726	3.141774	0.803	HG01348	18	CLM
48367293	51155856	2267901	2.788563	0.813	HG01350	18	CLM
32675754	34795372	1310506	2.119618	0.618	HG01269	20	CLM
102360763	104754536	1584876	2.393773	0.662	CO18:31	1	CO
209070240	217046137	6257853	7.975897	0.785	CO23:20	1	CO
41986286	62361392	15184377	20.375106	0.745	CO23:39	1	CO
188786547	191134943	1920604	2.348396	0.818	CO4:4	1	CO
176749779	178897318	1739678	2.147539	0.81	CO7:124	1	CO
207064918	209831590	2214587	2.766672	0.8	CO7:124	1	CO
230185514	236146921	4507500	5.961407	0.756	CO7:124	1	CO
50709376	53104085	1642910	2.394709	0.686	CO7:131	1	CO
65638306	71028815	4174196	5.390509	0.774	CO10:38	1	CO
234505024	236681990	1448919	2.176966	0.666	CO14:17	1	CO
174504924	177387653	2241394	2.882729	0.778	CO23:20	2	CO
160071154	163301262	2561868	3.230108	0.793	CO27:15	2	CO
160466656	163546992	2478059	3.080336	0.804	CO4:4	2	CO
81601576	83622161	1632838	2.020585	0.808	CO7:86	2	CO
155220108	165312183	8107346	10.092075	0.803	CO7:86	2	CO
127901657	131138263	2155665	3.236606	0.666	CO7:124	2	CO
8557897	16241081	5998999	7.683184	0.781	CO10:38	2	CO
159058679	161243992	1667694	2.185313	0.763	CO10:38	2	CO
202503225	204814676	1542113	2.311451	0.667	CO15:16	2	CO
94812515	97354110	1998860	2.541595	0.786	CO18:31	3	CO
62055452	66403333	3529609	4.347881	0.812	CO23:39	3	CO
66420255	88362826	17205382	21.942571	0.784	CO23:39	3	CO
190212165	194753579	3581881	4.541414	0.789	CO23:39	3	CO
88378348	90400831	1453653	2.022483	0.719	CO27:54	3	CO
133095873	146631024	10368529	13.535151	0.766	CO7:132	3	CO
107611941	112927980	4079556	5.316039	0.767	CO7:96	3	CO
186684654	191751195	4097962	5.066541	0.809	CO14:17	3	CO
176699755	179353390	1983793	2.653635	0.748	CO15:16	3	CO
131724853	133879820	1452108	2.154967	0.674	CO18:33	4	CO
68481933	71115807	1622466	2.633874	0.616	CO23:21	4	CO
23762136	29737495	4779637	5.975359	0.8	CO23:39	4	CO
106316605	126471571	15481343	20.154966	0.768	CO27:15	4	CO
143231079	146273558	2044878	3.042479	0.672	CO7:131	4	CO
36436552	41041784	3470979	4.605232	0.754	CO23:20	5	CO
110491533	113388257	2249760	2.896724	0.777	CO23:20	5	CO
94976254	111966878	13207750	16.990624	0.777	CO23:39	5	CO
116726573	132553620	12075200	15.827047	0.763	CO23:39	5	CO
129462571	131541833	1444181	2.079262	0.695	CO7:86	5	CO
7673978	9878440	1815626	2.204462	0.824	CO7:120	5	CO
23036679	30126349	5573078	7.08967	0.786	CO7:124	5	CO
123754638	128400534	3574433	4.645896	0.769	CO7:124	5	CO
75786404	85948574	7736358	10.16217	0.761	CO10:10	5	CO
85324113	87486538	1629161	2.162425	0.753	CO14:17	5	CO
16889915	20833702	2823022	3.943787	0.716	CO14:5	5	CO
21555996	31564157	7793189	10.008161	0.779	CO14:5	5	CO
80641962	103665239	17915252	23.023277	0.778	CO14:5	5	CO
117421203	121184522	2888765	3.763319	0.768	CO14:5	5	CO
129525635	132438358	2028002	2.912723	0.696	CO14:5	5	CO
88507613	91507934	2306291	3.000321	0.769	CO23:20	6	CO
151620210	153702146	1608798	2.081936	0.773	CO27:15	6	CO
28737976	30947365	1401828	2.209389	0.634	CO10:10	6	CO
108028752	111935748	2767097	3.906996	0.708	CO10:13	6	CO
26458265	29519848	1963700	3.061583	0.641	CO10:24	6	CO
25628445	31020057	3524053	5.391612	0.654	CO15:16	6	CO
130065574	133444951	2658794	3.379377	0.787	CO15:16	6	CO
151079949	155217265	3070787	4.137316	0.742	CO15:16	6	CO
158965946	169669651	8154126	10.703705	0.762	CO15:16	6	CO
26235344	28610507	1872354	2.375163	0.788	CO18:31	7	CO
28428794	32711465	3341473	4.282671	0.78	CO23:20	7	CO
11260881	16895136	4602812	5.634255	0.817	CO23:29	7	CO
28369728	47585250	14444244	19.215522	0.752	CO23:39	7	CO
6610274	11653904	3732705	5.04363	0.74	CO23:45	7	CO
155767185	159124173	2379656	3.356988	0.709	CO27:15	7	CO
107614563	111732207	3256702	4.117644	0.791	CO7:96	7	CO
82311046	90635403	6617846	8.324357	0.795	CO10:10	7	CO
117738961	120098304	1899688	2.359343	0.805	CO15:16	7	CO
50673159	53000429	1818076	2.32727	0.781	CO18:33	8	CO
117072454	119696984	2157836	2.62453	0.822	CO23:39	8	CO
124881498	146300583	16524203	21.419085	0.771	CO23:39	8	CO
58468220	79752125	16612973	21.283905	0.781	CO27:15	8	CO
165113	2176669	1347944	2.011556	0.67	CO7:124	8	CO
2276824	5387976	2570590	3.111152	0.826	CO7:124	8	CO
5606728	17751378	8003402	12.14465	0.659	CO7:124	8	CO
17752830	26348878	6698135	8.596048	0.779	CO7:124	8	CO
112623011	114839026	1850026	2.216015	0.835	CO7:132	8	CO
46916519	49581602	1693654	2.665083	0.635	CO10:24	8	CO
84851156	86942546	1411692	2.09139	0.675	CO14:17	8	CO
85089162	89077633	2874591	3.988471	0.721	CO15:16	8	CO
19229599	27360012	6312429	8.130413	0.776	CO23:39	9	CO
32612703	38475628	3899989	5.862925	0.665	CO23:39	9	CO
79131692	91413756	9153238	12.282064	0.745	CO23:39	9	CO
116880005	121375434	3754260	4.495429	0.835	CO23:39	9	CO
119142825	130531599	8918397	11.388774	0.783	CO23:45	9	CO
99006060	101460180	1571249	2.45412	0.64	CO7:124	9	CO
101490628	104528811	2407553	3.038183	0.792	CO7:124	9	CO
110355301	112854690	2002409	2.499389	0.801	CO7:124	9	CO
124382062	128000478	2833441	3.618416	0.783	CO18:11	10	CO
19428295	25384578	4427598	5.956283	0.743	CO27:57	10	CO
74804444	76833404	1334554	2.02896	0.658	CO7:131	10	CO
109368849	114583996	4160913	5.215147	0.798	CO10:10	10	CO
98667261	101100147	1936975	2.432886	0.796	CO18:33	11	CO
204147	18153093	13080213	17.948946	0.729	CO23:39	11	CO
64197117	69493485	3274588	5.296368	0.618	CO27:15	11	CO
12547854	29666559	13397531	17.118705	0.783	CO7:124	11	CO
116380536	120584612	3168337	4.204076	0.754	CO7:124	11	CO
63797109	66689240	1870835	2.892131	0.647	CO7:131	11	CO
83648988	93013531	6531413	9.364543	0.697	CO10:10	11	CO
127913903	130690162	2151870	2.776259	0.775	CO10:10	11	CO
15170686	17422099	1807027	2.251413	0.803	CO15:16	11	CO
101995214	104321106	1829534	2.325892	0.787	CO23:45	12	CO
129265899	132924915	2506275	3.659016	0.685	CO4:4	12	CO
106669378	109241869	2018540	2.572491	0.785	CO7:120	12	CO
110278696	112971454	1631793	2.692758	0.606	CO15:14	12	CO
32011166	36592896	3689510	4.58173	0.805	CO23:29	13	CO
52095585	72438988	16253896	20.343403	0.799	CO23:39	13	CO
80517780	95807362	12242289	15.289582	0.801	CO23:39	13	CO
101525291	103553192	1692713	2.027901	0.835	CO23:39	13	CO
109623356	115108003	3862838	5.484647	0.704	CO23:45	13	CO
31348893	33855863	2005264	2.50697	0.8	CO27:15	13	CO
54291300	59315196	4061063	5.023896	0.808	CO27:57	13	CO
26504254	28909355	1830418	2.405101	0.761	CO15:16	13	CO
59072121	61671518	1975319	2.599397	0.76	CO7:131	14	CO
54814533	57449077	2004248	2.634544	0.761	CO15:16	14	CO
58925419	63155404	3274499	4.229985	0.774	CO15:16	14	CO
47493994	50494513	2472501	3.000519	0.824	CO23:21	15	CO
53778448	66441740	9525419	12.663292	0.752	CO27:15	15	CO
42155656	44614684	1568334	2.459028	0.638	CO7:86	15	CO
75189930	78163081	1955371	2.973151	0.658	CO7:132	15	CO
84296118	90151109	3825956	5.854991	0.653	CO27:15	16	CO
70765147	72898348	1295648	2.133201	0.607	CO7:86	16	CO
6098295	15051641	6220584	8.953346	0.695	CO7:132	16	CO
50472550	53667093	2571189	3.194543	0.805	CO10:10	16	CO
48045438	54592288	5037966	6.54685	0.77	CO23:21	17	CO
3763433	14383456	7440661	10.620023	0.701	CO7:124	17	CO
60872506	64327406	2238915	3.4549	0.648	CO7:124	17	CO
61017423	63229448	1335357	2.212025	0.604	CO15:16	17	CO
60108754	66057407	4877894	5.948653	0.82	CO18:31	18	CO
11055411	14114269	2089275	3.058858	0.683	CO27:15	18	CO
32883556	34905452	1572299	2.021896	0.778	CO4:4	18	CO
51070334	57370861	4900932	6.300527	0.778	CO7:132	18	CO
32505477	34574914	1290581	2.069437	0.624	CO23:21	20	CO
31973516	34674217	1660999	2.700701	0.615	CO27:15	20	CO
32919219	35489265	1599913	2.570046	0.623	CO4:51	20	CO
32514324	34720287	1370795	2.205963	0.621	CO7:86	20	CO
56807792	59096383	1927704	2.288591	0.842	CO7:96	20	CO
16229925	19925699	2845952	3.695774	0.77	CO23:20	21	CO
28107823	34374505	4709688	6.266682	0.752	CO23:45	21	CO
26421188	37712412	7999109	11.291224	0.708	CO23:39	22	CO
18675792	25478644	4680730	6.802852	0.688	CR004:1776	1	CR
20444189	23019112	1762118	2.574923	0.684	CR007:13590	1	CR
82128935	84726728	1904954	2.597793	0.733	CR008:11290	1	CR
37826757	48195360	7121008	10.368603	0.687	CR009:10006	1	CR
25267922	33340038	5052028	8.072116	0.626	CR009:39579	1	CR
64558015	77532553	10208335	12.974538	0.787	CR009:39579	1	CR
49429742	51556352	1549691	2.12661	0.729	CR012:18026	1	CR
198048704	203018190	3674367	4.969486	0.739	CR012:39730	1	CR
107642605	110375695	1904222	2.73309	0.697	CR014:3761	1	CR
180235407	199249003	15113199	19.013596	0.795	CR014:9578	1	CR
151482459	162002829	7115470	10.52037	0.676	CR201:69	1	CR
162455412	168360127	4611343	5.904715	0.781	CR201:69	1	CR
40479274	71937694	23625780	31.45842	0.751	CR201:90	1	CR
232313864	242004835	7413149	9.690971	0.765	CR201:90	1	CR
45180902	47215732	1251725	2.03483	0.615	CR201:3306	1	CR
47852288	57416841	7478480	9.564553	0.782	CR004:1776	2	CR
235903445	239630253	2961756	3.726808	0.795	CR006:6230	2	CR
168671309	175890331	5450819	7.219022	0.755	CR009:10007	2	CR
197079407	199824567	2111822	2.74516	0.769	CR010:2279	2	CR
97428320	101631388	2740628	4.203068	0.652	CR012:18026	2	CR
146069923	155028700	7003763	8.958777	0.782	CR012:39730	2	CR
40102404	43190214	2420690	3.08781	0.784	CR201:69	2	CR
70829121	79898350	6972433	9.069229	0.769	CR201:90	2	CR
172530036	204839297	25070382	32.309261	0.776	CR201:90	2	CR
231562444	243046591	8478341	11.484147	0.738	CR201:3306	2	CR
186260445	188473970	1722084	2.213525	0.778	CR201:4908	2	CR
56403345	59147994	2219740	2.744649	0.809	CR277:6351	2	CR
223360730	230023929	5185985	6.663199	0.778	CR004:520	2	CR
182245072	185687347	2364516	3.442275	0.687	CR004:1776	3	CR
45853072	48167281	1563291	2.314209	0.676	CR010:2279	3	CR
40920582	45165430	3182990	4.244848	0.75	CR014:3761	3	CR
13428235	16398797	2245972	2.970562	0.756	CR201:4908	3	CR
16408942	20751820	3382776	4.342878	0.779	CR201:4908	3	CR
48215253	52216614	2513217	4.001361	0.628	CR201:9305	3	CR
82635542	84990480	1879679	2.354938	0.798	CR277:17229	3	CR
46956930	51668102	2877409	4.711172	0.611	CR277:6350	3	CR
46667224	52800284	3909740	6.13306	0.637	CR001:831	3	CR
1052355	3577178	1610842	2.524823	0.638	CR201:3306	4	CR
3631373	12193878	5773994	8.562505	0.674	CR201:3306	4	CR
173045422	175089750	1624704	2.044328	0.795	CR201:4908	4	CR
17103936	19706462	2044300	2.602526	0.786	CR277:17229	4	CR
123122856	125848875	2107190	2.726019	0.773	CR277:6350	4	CR
167650280	169749186	1662539	2.098906	0.792	CR277:6350	4	CR
56907312	59943800	2460601	3.036488	0.81	CR004:1776	5	CR
59963107	65908576	4508719	5.945469	0.758	CR004:1776	5	CR
77834827	103425608	19704756	25.590781	0.77	CR004:1776	5	CR
103455763	113776669	8241671	10.320906	0.799	CR004:1776	5	CR
53611097	64317833	8233458	10.706736	0.769	CR007:13590	5	CR
134608281	145905334	8534377	11.297053	0.755	CR201:69	5	CR
100604169	103171565	2039030	2.567396	0.794	CR201:90	5	CR
90834653	94245845	2716862	3.411192	0.796	CR201:2188	5	CR
13192	8692470	6662907	8.679278	0.768	CR201:3306	5	CR
3660646	9732857	4978245	6.072211	0.82	CR201:4908	5	CR
90452758	94439547	3161596	3.986789	0.793	CR201:4908	5	CR
25503369	28645523	2133924	3.142154	0.679	CR006:9213	6	CR
71065120	77505886	4732238	6.440766	0.735	CR006:9213	6	CR
148924591	154723908	4279133	5.799317	0.738	CR006:9213	6	CR
379434	2931354	2029296	2.55192	0.795	CR007:13590	6	CR
202777	6604962	4888454	6.402185	0.764	CR009:39579	6	CR
12336616	14674308	1872696	2.337692	0.801	CR009:39579	6	CR
17332826	32711782	10621548	15.378956	0.691	CR009:39579	6	CR
32715682	43795894	8113753	11.080212	0.732	CR009:39579	6	CR
72452200	82081252	7116981	9.629052	0.739	CR009:39579	6	CR
82093085	88805624	4814180	6.712539	0.717	CR009:39579	6	CR
151254639	154456706	2407625	3.202067	0.752	CR201:90	6	CR
127459004	134840631	5892392	7.381627	0.798	CR201:2185	6	CR
11329512	24939049	10369220	13.609537	0.762	CR201:3306	6	CR
113931020	116779075	2371130	2.848055	0.833	CR009:10007	7	CR
77131643	92978342	12532900	15.846699	0.791	CR201:69	7	CR
78179257	80601979	1979103	2.422722	0.817	CR201:2185	7	CR
131774657	138307681	5141311	6.533024	0.787	CR201:4908	7	CR
118360498	120669242	1898422	2.308744	0.822	CR004:520	7	CR
170598	2176224	1347413	2.005626	0.672	CR004:1776	8	CR
2289839	4348688	1689740	2.058849	0.821	CR004:1776	8	CR
99418333	101504357	1529370	2.086024	0.733	CR009:10006	8	CR
49045974	51174367	1661713	2.128393	0.781	CR009:10007	8	CR
99314768	101393624	1529589	2.078856	0.736	CR009:39579	8	CR
48374442	58242529	7404778	9.868087	0.75	CR010:2279	8	CR
82280530	92469609	7739072	10.189079	0.76	CR014:9578	8	CR
3420503	6684738	2684319	3.264235	0.822	CR201:90	8	CR
47100330	49700578	1671384	2.600248	0.643	CR201:90	8	CR
139845132	146300583	4422946	6.455451	0.685	CR201:90	8	CR
99427304	101442308	1469774	2.015004	0.729	CR277:6350	8	CR
2443158	7380059	3679959	4.936901	0.745	CR004:1776	9	CR
128150021	132196464	2766458	4.046443	0.684	CR008:11290	9	CR
132203389	140393214	5387884	8.189825	0.658	CR008:11290	9	CR
101593851	104224468	2063598	2.630617	0.784	CR012:39730	9	CR
132209025	136330188	2686676	4.121163	0.652	CR014:3761	9	CR
92876666	114349401	15955383	21.472735	0.743	CR201:2185	9	CR
74033899	76752933	1758630	2.719034	0.647	CR004:1776	10	CR
11875716	26613641	10343016	14.737925	0.702	CR012:39730	10	CR
52785053	56886355	3264973	4.101302	0.796	CR014:9578	10	CR
100214077	115549188	11747381	15.335111	0.766	CR201:69	10	CR
119766381	123885199	3152454	4.118818	0.765	CR201:90	10	CR
23350033	29420552	4275056	6.070519	0.704	CR201:3306	10	CR
21317504	27176642	4201468	5.859138	0.717	CR201:4908	10	CR
27230675	29239949	1373488	2.009274	0.684	CR201:4908	10	CR
115651253	119707875	3248164	4.056622	0.801	CR201:4908	10	CR
98717717	124730845	20282896	26.013128	0.78	CR004:1776	11	CR
99368450	106512478	5622512	7.144028	0.787	CR007:13590	11	CR
4750773	11618484	5179624	6.867711	0.754	CR008:11290	11	CR
195431	4851537	2807159	4.656106	0.603	CR009:39579	11	CR
103560980	109188266	4364856	5.627286	0.776	CR009:39579	11	CR
18873142	24888014	4765278	6.014872	0.792	CR201:90	11	CR
126892213	132907172	4923948	6.014959	0.819	CR201:90	11	CR
101619130	125008031	16497315	23.388901	0.705	CR004:1776	12	CR
86503834	94639925	6450249	8.136091	0.793	CR006:6230	12	CR
111798553	115247545	2393272	3.448992	0.694	CR006:6230	12	CR
76453861	82502440	4835756	6.048579	0.799	CR009:10006	12	CR
63229170	66414727	2212999	3.185557	0.695	CR012:39730	12	CR
117586859	122662856	3274206	5.075997	0.645	CR201:90	12	CR
85847153	87884781	1603794	2.037628	0.787	CR201:2188	12	CR
35331458	40785356	4397174	5.453898	0.806	CR007:13589	13	CR
112507596	115106996	1686567	2.5994	0.649	CR007:13589	13	CR
86482774	88907058	1852208	2.424284	0.764	CR014:3761	13	CR
96037615	98272256	1773292	2.234641	0.794	CR014:3761	13	CR
111455627	115106996	2392449	3.651369	0.655	CR201:69	13	CR
71296869	74192249	2378880	2.89538	0.822	CR201:90	13	CR
80813199	86238562	4382792	5.425363	0.808	CR201:3306	13	CR
106542972	109266578	2277792	2.723606	0.836	CR201:4908	13	CR
72978061	75313922	1881105	2.335861	0.805	CR201:9305	13	CR
31641248	92759013	48439649	61.117765	0.793	CR277:6350	13	CR
92985875	101353769	6744471	8.367894	0.806	CR009:39579	14	CR
100431872	107022266	4056779	6.590394	0.616	CR010:2279	14	CR
